num_Bpro
6
2
0
0
0
0
0
0
0
0
0
4
0
0
0
0
0
0
0
0
0
12
1
0
0
2
2
0
0
0
0
0
0
0
0
0
0
11
1
0
0
3
2
1
1
1
0
0
0
